ID,Codice,Titolo,Categoria,Sottocategoria,Sottocategoria (ID),Tipologia,Prezzo,Qtà scatola,Qtà disponibile,ML,Capacità,Capacità (ID),Colore,Color,Finitura,Materiale,Materiale (ID),Imboccatura,Materiale *,Immagine,Abstract (it),Abstract (en),Nota fitting (it),Nota fitting en)
609,DPE05.0020,Plaisir,Dispenser,Plaisir,46,Dispenser,"1,96",0,0,0,,0,RINFORZATA ARGENTO SATINATO PER FLAC SQUARE 30 ML,REINFORCED MATTE SILVER FOR BOTTLE SQUARE 30 ML,Nessuna finitura,PP,4,EUROPA 5,PP,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/Dispenser PLAISIR E5 argento matte.jpg,"<p>Il dispenser Plaisir, dal design ergonomico e moderno, &egrave; stato progettato per garantire il massimo comfort nell&rsquo;erogazione del prodotto. Ideale per &nbsp;un&rsquo;ampia gamma di prodotti cosmetici, per la detergenza e per la cura dei capelli.</p>  <p>Dosaggio 200 mcl</p>","<p>The dispenser pump Plaisir, with ergonomic and modern form, has been designed to guarantee the best dispensing performances. It is ideal solution for a variety of skincare, personal care and haircare products.</p>  <p>Dosage 200 mcl</p>",,
615,DPE05.MQ01,Plaisir,Dispenser,Plaisir,46,Dispenser,"1,51",0,0,0,,0,"GHIERA NERO OPACO, TASTO NERO LUCIDO","MATTE BLACK COLLAR, SHINY BLACK ACTUATOR",Nessuna finitura,PP,4,,PP,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/Dispenser plaisir Eu5 nero opaco-lucido.jpg,,,,
401,QQ100.0022,Poeme,Profumeria,Poeme,79,Flacone,"1,31",144,52246,100,100,10,Trasparente,Transparent,Nessuna finitura,Vetro,21,FEA 15,Vetro,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/MOQ_poemee 100 f v fea_def.jpg,"<p>Il flacone in vetro Poeme 100 ml, per profumeria, ha un design squadrato con sezione rettangolare, elegante e slanciato.</p>",<p>Poeme 100 ml glass bottle for Perfumery: it&rsquo;s caracterized by a rectangular shape.</p>,,
465,HH040.0027,Prestige,Coperchi in urea,Prestige,187,Coperchio,"0,43",1200,0,0,,0,Bianco,White,Nessuna finitura,Resina termoindurente,23,GCMI 40/400,Resina termoindurente,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/MOQ_coperchio prestige 40_bianco_def 7.jpg,"<p>Il coperchio Prestige, grazie al design semplice ed elegante, &egrave; ideale da abbinare a flaconi adatti ad un&rsquo;ampia gamma di prodotti cosmetici, per capelli e detergenza.</p>","<p>The lid Prestige, thanks to its simple and elegant design, is the perfect solution for a variety of cosmetic, personal care and haircare products.</p>",,
231,HH048.0052,Prestige,Coperchi in urea,Prestige,187,Coperchio,"0,49",750,2407,0,,0,Bianco,White,Nessuna finitura,Resina termoindurente,23,GCMI 48/400,Resina termoindurente,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/MOQ_coperchio prestige 48_bianco_def 7.jpg,"<p>Il coperchio Prestige, grazie al design semplice ed elegante, &egrave; ideale da abbinare a flaconi adatti ad un&rsquo;ampia gamma di prodotti cosmetici, per capelli e detergenza.</p>","<p>The lid Prestige, thanks to its simple and elegant design, is the perfect solution for a variety of cosmetic, personal care and haircare products.</p>",,
1124,hh048.0058,Prestige,Coperchi in urea,,51,Coperchio,"1,55",735,845,0,,0,Oro brillante,Shiny Gold,Metallizato,Resina termoindurente,23,GCMI 48/400,Resina termoindurente,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/hh048.0058.jpg,<p>GUARNIZIONE INCLUSA</p>,<p>LINER INCLUDED</p>,,
1146,HH058.0054,Prestige,Coperchi in urea,Prestige,187,Coperchio,"1,99",312,2366,0,,0,Argento brillante,Shiny Silver,Metallizato,Resina termoindurente,23,GCMI 58/400,Resina termoindurente,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/hh058.0054.jpg,<p>GUARNIZIONE INCLUSA</p>,<p>LINER INCLUDED</p>,,
466,HH089.0036,Prestige,Coperchi in urea,Prestige,187,Coperchio,"1,5",176,0,0,,0,Bianco,White,Nessuna finitura,Resina termoindurente,23,GCMI 89/400,Resina termoindurente,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/MOQ_coperchio prestige 89_bianco_def 7.jpg,"<p>Il coperchio Prestige, grazie al design semplice ed elegante, &egrave; ideale da abbinare a flaconi adatti ad un&rsquo;ampia gamma di prodotti cosmetici, per capelli e detergenza.</p>  <p>GUARNIZIONE INCLUSA</p>","<p>The lid Prestige, thanks to its simple and elegant design, is the perfect solution for a variety of cosmetic, personal care and haircare products.</p>  <p>LINER INCLUDED</p>",,
265,AC015.0062,Reve,Vasi vetro,Reve,17,Vaso,"0,61",105,106960,15,15,4,Trasparente,Transparent,Nessuna finitura,Vetro,21,GCMI 40/400,Vetro,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/MOQ_reve 15 v v_def.jpg,<p>Il vaso&nbsp;in vetro Reve 15 ml presenta una silhouette aggraziata differenziante ideale per formulazioni cosmetiche delicate.</p>,"<p>Reve 15 ml glass jar&nbsp;has&nbsp;a sinuous design, ideal for delicate skincare formulations.</p>",,
266,AC015.0063,Reve,Vasi vetro,Reve,17,Vaso,"0,99",192,20490,15,15,4,Satinato,Frosted,Nessuna finitura,Vetro,21,GCMI 40/400,Vetro,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/MOQ_reve 15 v v_sat_def.jpg,<p>Il vaso&nbsp;in vetro Reve 15 ml presenta una silhouette aggraziata differenziante ideale per formulazioni cosmetiche delicate.</p>,"<p>Reve 15 ml glass jar&nbsp;has&nbsp;a sinuous design, ideal for delicate skincare formulations.</p>",,
347,AC030.0060,Reve,Vasi vetro,Reve,17,Vaso,"0,96",105,116235,30,30,7,Trasparente,Transparent,Nessuna finitura,Vetro,21,GCMI 45/400,Vetro,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/MOQ_reve 30 v v.jpg,<p>Il vaso&nbsp;in vetro Reve 30&nbsp;ml presenta una silhouette aggraziata differenziante ideale per formulazioni cosmetiche delicate.&nbsp;</p>,"<p>Reve 30&nbsp;ml glass jar&nbsp;has&nbsp;a sinuous design, ideal for delicate skincare formulations.</p>",,
191,QC050.0087,Reve,Flaconi vetro,Reve,9,Flacone,"1,2",48,1640,50,50,8,Satinato,Frosted,Nessuna finitura,Vetro,21,GCMI 24/410,Vetro,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/MOQ_reve 50 f v 410_sat.jpg,<p>Il flacone&nbsp;in vetro Reve 50 ml presenta&nbsp;una silhouette aggraziata e non usuale: le linee sinuose sono ideali per prodotti cosmetici e detergenti.&nbsp;</p>,<p>The Reve 50 ml glass bottle&nbsp;sinuous lines make&nbsp;it&nbsp;the perfect solution for a highly feminine skincare and&nbsp;cleansing products.</p>,,
952,SC125.0161S,Reve,Flaconi plastica,Reve,68,Flacone,"0,73",100,0,125,125,11,Verde Acqua,Teal,Perlato,PE,17,GCMI 24/400,PE,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/SC125.0161S.jpg,"<p>Il flacone&nbsp;in plastica&nbsp;Reve 125 ml presenta&nbsp;una silhouette unica: le linee sinuose sono ideali per prodotti cosmetici,&nbsp;cura del viso e corpo.&nbsp;</p>","<pre data-placeholder=""Traduzione"" dir=""ltr"" id=""tw-target-text""> The 125 ml Reve plastic bottle has a unique silhouette: the sinuous lines are ideal for cosmetic products, face and body care.</pre>",,
1013,SC125.0259,Reve,Flaconi plastica,Reve,68,Flacone,"0,46",100,0,125,125,11,Bianco,White,Nessuna finitura,PE HDLD soft touch,9,GCMI 24/410,PE HDLD soft touch,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/Reve 125 ml bianco.jpg,"<p>I flaconi in plastica&nbsp;Reve presentano una silhouette aggraziata differenziante: le linee sinuose sono ideali per prodotti cosmetici, detergenti e make-up.</p>","<pre data-placeholder=""Traduzione"" dir=""ltr"" id=""tw-target-text""> The Reve plastic bottles have a graceful, differentiating silhouette: the sinuous lines are ideal for cosmetic products, detergents and make-up.</pre>",,
315,SC200.0216,Reve,Flaconi plastica,Reve,68,Flacone,"0,52",100,0,200,200,13,Bianco,White,Nessuna finitura,PEHD soft touch,1,GCMI 24/400,PEHD soft touch,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/MOQ Reve 200 ml pehd bianco.jpg,"<p>Il flacone&nbsp;in plastica&nbsp;Reve 200 ml presenta&nbsp;una silhouette unica: le linee sinuose sono ideali per prodotti cosmetici,&nbsp;cura del viso e corpo.&nbsp;</p>","<p>The Reve 200 ml plastic&nbsp;bottle&nbsp;sinuous lines makes this packaging the perfect solution for a highly feminine skincare, and cleansing.</p>",,
330,SC200.0343S,Reve,Flaconi plastica,Reve,68,Flacone,"0,57",100,0,200,200,13,Neutro,Natural,Nessuna finitura,PP soft touch,3,GCMI 24/410,PP soft touch,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/MOQ_reve 200 f p_neutro_def.jpg,"<p>Il flacone&nbsp;in plastica&nbsp;Reve 200 ml presenta&nbsp;una silhouette unica: le linee sinuose sono ideali per prodotti cosmetici,&nbsp;cura del viso e corpo.&nbsp;</p>","<p>The Reve 200 ml plastic&nbsp;bottle&nbsp;sinuous lines make this packaging the perfect solution for a highly feminine skincare, and cleansing.</p>",,
1014,SC200.0434,Reve,Flaconi plastica,Reve,68,Flacone,"0,52",100,0,200,200,13,Bianco,White,Nessuna finitura,PE HDLD soft touch,9,GCMI 24/410,PE HDLD soft touch,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/Reve 200 ml bianco.jpg,"<p>I flaconi in plastica Reve presentano una silhouette aggraziata differenziante: le linee sinuose sono ideali per prodotti cosmetici, detergenti e make-up.</p>","<pre data-placeholder=""Traduzione"" dir=""ltr"" id=""tw-target-text""> The Reve plastic bottles have a graceful, differentiating silhouette: the sinuous lines are ideal for cosmetic products, detergents and make-up.</pre>",,
69,ST050.0040,Samba,Flacontubi plastica,Samba,36,Flacontubo,"0,38",100,893,50,50,8,Neutro,Natural,Nessuna finitura,PEHDLD,10,FLIPTOP Gipsy piccola,PEHDLD,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/ST050.0040.jpg,"<p>Il flacontubo&nbsp;in plastica Samba 50 ml &egrave;&nbsp;caratterizzato&nbsp;da un desing arrotondato e slanciato, ideale per prodotti cosmetici viso, corpo, capelli, detergenza.</p>","<p>Samba 50 ml plastic tottle&nbsp;has&nbsp;a rounded and modern design, ideal solution&nbsp;for cosmetic, personal care, haircare.</p>",,
324,ST050.0045,Samba,Flacontubi plastica,Samba,36,Flacontubo,"0,4",100,341,50,50,8,Bianco,White,Soft-touch,PE HDLD soft touch,9,FLIPTOP Gipsy piccola,PE HDLD soft touch,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/ST050.0045.jpg,"<p>Il flacontubo&nbsp;in plastica Samba 50 ml &egrave;&nbsp;caratterizzato&nbsp;da un desing arrotondato e slanciato, ideale per prodotti cosmetici viso, corpo, capelli, detergenza.</p>","<p>Samba 50 ml plastic tottle&nbsp;has&nbsp;a rounded and modern design, ideal solution&nbsp;for cosmetic, personal care, haircare.</p>",,
980,ST100.0037,Samba,Flacontubi plastica,Samba,36,Flacontubo,"0,47",100,0,100,100,10,Nero,Black,Nessuna finitura,PEHDLD,10,FLIPTOP Gipsy piccola,PEHDLD,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/ST100.0037.jpg,"<p>I flacontubi in plastica Samba sono caratterizzati da un desing arrotondato e slanciato, ideale per prodotti cosmetici viso, corpo, capelli, detergenza e make-up.</p>","<pre data-placeholder=""Traduzione"" dir=""ltr"" id=""tw-target-text""> The Samba plastic bottles are characterized by a rounded and slender design, ideal for face, body, hair, cleansing and make-up cosmetic products.</pre>",,
1024,ST150.0047,Samba,Flacontubi plastica,Samba,36,Flacontubo,"0,51",100,0,150,150,12,Bianco,White,Soft-touch,PE HDLD soft touch,9,Fliptop Gipsy grande,PE HDLD soft touch,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/ST150.0047.jpg,"<p>I flacontubi in plastica Samba sono caratterizzati da un desing arrotondato e slanciato, ideale per prodotti cosmetici viso, corpo, capelli, detergenza e make-up.</p>","<pre data-placeholder=""Traduzione"" dir=""ltr"" id=""tw-target-text""> The Samba plastic tottles are characterized by a rounded and slender design, ideal for face, body, hair, cleansing and make-up cosmetic products.</pre>",,
105,SC125.0186,Sandy,Flaconi plastica,Sandy,29,Flacone,"0,46",100,0,125,125,11,Bianco,White,Soft-touch,PE HDLD soft touch,9,FLIPTOP Venus,PE HDLD soft touch,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/SC125.0186_sandy 125 f p_bianco_def.jpg,"<p>Il flacone&nbsp;in plastica Sandy 125 ml presenta&nbsp;un design equilibrato e slanciato, ideale per prodotti cosmetici viso, corpo, capelli e detergenza.</p>","<p>Sandy 125 ml plastic bottle&nbsp;has&nbsp;a well-balanced and slim design that makes it&nbsp;the ideal packaging solution&nbsp;for cosmetic, personal care and haircare products.</p>",,
688,DI400.0001,SAPHIR,Dispenser,Saphir,85,Dispenser,"0,6",1000,10000,0,,0,Nero,Black,Lucido,PP,4,GCMI 18/400,PP,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/DISPENSER SAPHIR.196.jpg,<p>Tasto ruotabile&nbsp;bloccabile.</p>,<p>Lockable rotating&nbsp;actuator.</p>,For glass bottle Royal 30 ml,Per flacone vetro Royal 30 ml
1165,DI400.0079,Saphir,Dispenser,Saphir,85,Dispenser,"0,6",1000,1114,0,,0,Ghiera e Tasto Nero,Black collar and actuator,Nessuna finitura,PP,4,GCMI 18/400,PP,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/DISPENSER SAPHIR.196(1)(1).jpg,"<p>Il dispenser Saphir presenta un design moderno e accattivante, dotato di&nbsp;tasto autobloccante.</p>","<p>The Saphir dispenser has a modern and attractive design, equipped with a self-locking button.</p>",Per flacone in vetro Venus 30 ml,For glass bottle Venus 30ml
922,DI400.0086,SAPHIR,Dispenser,Saphir,85,Dispenser,"0,6",1000,790,0,,0,Bianco,White,Lucido,PP,4,GCMI 18/400,PP,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/DISPENSER SAPHIR.198(1).jpg,<p>Tasto rotante autobloccante</p>,<p>Rotating self locking actuator</p>,,
436,HH048.0308,Sfera,Coperchi in urea,Sfera,178,Coperchio,"1,13",550,0,0,,0,Bianco,White,Nessuna finitura,Resina termoindurente,23,GCMI 48/400,Resina termoindurente,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/MOQ_coperchio sfera bianco.jpg,"<p>Il coperchio Sfera, grazie al design semplice ed elegante, &egrave; ideale da abbinare a vasi adatti ad un&rsquo;ampia gamma di prodotti cosmetici.</p>  <p>GUARNIZIONE INCLUSA</p>","<p>The lid Sfera, thanks to its simple and elegant design, is the perfect solution for a variety of cosmetic, personal care and haircare products.</p>  <p>LINER INCLUDED</p>",,
1231,CG410.0008,Sophie,Contagocce,Sophie,42,Contagocce,"1,6",144,0,0,,0,"Ghiera argento brillante, bulbo neutro","Shiny silver collar, natural bulb",Metallizato,Resina termoindurente,23,GCMI 24/410,Resina termoindurente,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/sophie arg brill neutro.jpg,"<p>Il contagocce Sophie, dal design elegante e slanciato, &egrave; ideale per il prelievo di formulazioni fluide come sieri e olii cosmetiche e per la cura dei capelli.</p>","<pre data-placeholder=""Traduzione"" dir=""ltr"" id=""tw-target-text""> The Sophie dropper, with an elegant and slender design, is ideal for the withdrawal of fluid formulations such as serums and cosmetic oils and for hair care.</pre>",Per flacone vetro Cristal 30 ml,For glass bottle Cristal 30 ml
1050,CG410.0024,Sophie,Contagocce,Sophie,42,Contagocce,"1,07",144,1560,0,,0,"Ghiera bianca, bulbo neutro","White collar, natural bulb",Nessuna finitura,Resina termoindurente,23,GCMI 24/410,Resina termoindurente,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/CG410.0080-2 (2).jpg,"<p>Il contagocce Sophie, dal design elegante e slanciato, &egrave; ideale per il prelievo di formulazioni fluide come sieri e olii cosmetiche e per la cura dei capelli.</p>","<pre data-placeholder=""Traduzione"" dir=""ltr"" id=""tw-target-text""> The Sophie dropper, with an elegant and slender design, is ideal for the withdrawal of fluid formulations such as serums and cosmetic oils and for hair care. </pre>",Per flacone vetro New Cristal 15 ml,For glass bottle New Cristal 15 ml
1051,CG410.0080,Sophie,Contagocce,Sophie,42,Contagocce,"1,05",144,4114,0,,0,"Ghiera bianca, bulbo bianco","White collar, white bulb",Nessuna finitura,Resina termoindurente,23,GCMI 24/410,Resina termoindurente,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/CG410.0024 (1).jpg,"<p>Il contagocce Sophie, dal design elegante e slanciato, &egrave; ideale per il prelievo di formulazioni fluide come sieri e olii cosmetiche e per la cura dei capelli.</p>","<pre data-placeholder=""Traduzione"" dir=""ltr"" id=""tw-target-text""> The Sophie dropper, with an elegant and slender design, is ideal for the withdrawal of fluid formulations such as serums and cosmetic oils and for hair care.</pre>",Per flacone vetro New Cristal 15 ml,For glass bottle New Cristal 15 ml
1230,CG410.0082,Sophie,Contagocce,Sophie,42,Contagocce,"1,09",144,2052,0,,0,"Ghiera bianca, bulbo rosa","White collar, pink bulb",Nessuna finitura,Resina termoindurente,23,GCMI 24/410,Resina termoindurente,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/sphie bianco rosa.jpg,"<p>Il contagocce Sophie, dal design elegante e slanciato, &egrave; ideale per il prelievo di formulazioni fluide come sieri e olii cosmetiche e per la cura dei capelli.</p>","<pre data-placeholder=""Traduzione"" dir=""ltr"" id=""tw-target-text""> The Sophie dropper, with an elegant and slender design, is ideal for the withdrawal of fluid formulations such as serums and cosmetic oils and for hair care. </pre>",Per flacone vetro Etoile 15 ml,For glass bottle Etoile 15 ml
1225,CG410.0084,Sophie,Contagocce,Sophie,42,Contagocce,"1,05",144,0,0,,0,"Ghiera bianco, bulbo bianco","White collar, white bulb",Nessuna finitura,Resina termoindurente,23,GCMI 24/410,Resina termoindurente,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/CONTAGOCCE SOPHIE.147(1).jpg,"<p>Il contagocce Sophie, dal design elegante e slanciato, &egrave; ideale per il prelievo di formulazioni fluide come sieri e olii cosmetiche e per la cura dei capelli.</p>","<pre data-placeholder=""Traduzione"" dir=""ltr"" id=""tw-target-text""> The Sophie dropper, with an elegant and slender design, is ideal for the withdrawal of fluid formulations such as serums and cosmetic oils and for hair care.</pre>",Per flacone vetro Double-Giada-Mabel 50 ml,For glass bottle Double-Giada-Mabel 50 ml
258,CP410.0003,Sophie,Contagocce,Sophie,42,Contagocce,"0,92",144,0,0,,0,"Ghiera bianco, bulbo bianco","White collar, white bulb",Nessuna finitura,PP,4,GCMI 24/410,PP,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/MOQ_sophie_24-410 bianco standard.jpg,"<p>Il contagocce Sophie, dal design elegante e slanciato, &egrave; ideale per il prelievo di formulazioni fluide come sieri e olii cosmetiche e per la cura dei capelli.</p>","<pre data-placeholder=""Traduzione"" dir=""ltr"" id=""tw-target-text""> The Sophie dropper, with an elegant and slender design, is perfect for cosmetic, makeup and hair care.</pre>",Per flacone vetro New Cristal 30 ml,For glass bottle New Cristal 30 ml
626,CP410.0004,Sophie,Contagocce,Sophie,42,Contagocce,"1,29",144,1888,0,,0,Ghiera oro brillante (UV waterproof) + bulbo nero,Shiny gold (UV waterproof) collar + black bulb,Metallizato,PP,4,GCMI 24/410,PP,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/CP410.0004 dropper sohpie oro e nero.jpg,"<p>Il contagocce Sophie, dal design elegante e slanciato, &egrave; ideale per il prelievo di formulazioni fluide come sieri e olii cosmetiche e per la cura dei capelli.</p>","<pre data-placeholder=""Traduzione"" dir=""ltr"" id=""tw-target-text""> The Sophie dropper, with an elegant and slender design, is ideal for the withdrawal of fluid formulations such as serums and cosmetic oils and for hair care.</pre>",Per flacone vetro Cristal 50 ml,For glass bottle Cristal 50 ml
219,CP410.0005,Sophie,Contagocce,Sophie,42,Contagocce,"1,29",144,2113,0,,0,Ghiera Argento brillante (UV waterproof) + bulbo nero,Shiny silver (UV waterproof) collar + black bulb,Metallizato,PP,4,GCMI 24/410,PP,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/CP410.0005 sophie arg bri uv e nero-2.jpg,"<p>Il contagocce Sophie, dal design elegante e slanciato, &egrave; ideale per il prelievo di formulazioni fluide come sieri e olii cosmetiche e per la cura dei capelli.</p>","<pre data-placeholder=""Traduzione"" dir=""ltr"" id=""tw-target-text""> The Sophie dropper, with an elegant and slender design, is ideal for the withdrawal of fluid formulations such as serums and cosmetic oils and for hair care.</pre>",Per flacone vetro Cristal 50 ml,For glass bottle Cristal 50 ml
1046,CP410.0008,Sophie,Contagocce,Sophie,42,Contagocce,"0,92",144,0,0,,0,Ghiera e bulbo nero,Black collar and bulb,Nessuna finitura,PP,4,GCMI 24/410,PP,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/CP410.0008.jpg,"<p>Il contagocce Sophie, dal design elegante e slanciato, &egrave; ideale per il prelievo di formulazioni fluide come sieri e olii cosmetiche e per la cura dei capelli.</p>","<pre data-placeholder=""Traduzione"" dir=""ltr"" id=""tw-target-text""> The Sophie dropper, with an elegant and slender design, is ideal for the withdrawal of fluid formulations such as serums and cosmetic oils and for hair care.</pre>",Per flacone vetro New Cristal 30 ml,For glass bottle New Cristal 30 ml
642,CP410.0011,Sophie,Contagocce,Sophie,42,Contagocce,"1,27",144,716,0,,0,Ghiera argento satinato + bulbo bianco,Matte silver collar + white bulb,Metallizato,PP + ghiera rivestita in alluminio,31,GCMI 24/410,PP + ghiera rivestita in alluminio,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/CP410.0011 sophie arg matt allu-2.jpg,"<p>Il contagocce Sophie, dal design elegante e slanciato, &egrave; ideale per il prelievo di formulazioni fluide come sieri e olii e per la cura dei capelli.</p>","<pre data-placeholder=""Traduzione"" dir=""ltr"" id=""tw-target-text""> The Sophie dropper, with an elegant and slender design, is ideal for the withdrawal of fluid formulations such as serums and cosmetic oils and for hair care.</pre>",Per flacone vetro Etoile 30 ml,For glass bottle Etoile 30 ml
1047,CP410.0022,Sophie,Contagocce,Sophie,42,Contagocce,"1,2",144,3084,0,,0,Nero opacato,Opaque Black,Opaco,PP,4,GCMI 24/410,PP,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/CP410.0022.jpg,"<p>Il contagocce Sophie, dal design elegante e slanciato, &egrave; ideale per il prelievo di formulazioni fluide come sieri e olii cosmetiche e per la cura dei capelli.</p>","<pre data-placeholder=""Traduzione"" dir=""ltr"" id=""tw-target-text""> The Sophie dropper, with an elegant and slender design, is ideal for the withdrawal of fluid formulations such as serums and cosmetic oils and for hair care.</pre>",Per flacone vetro Etoile 30 ml,For glass bottle Etoile 30 ml
1169,CP410.0038,Sophie,Contagocce,Sophie,42,Contagocce,"0,92",144,0,0,,0,"Ghiera bianco satinato, bulbo bianco","Matte white collar, white bulb",Satinato,PP,4,GCMI 24/410,PP,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/CONTAGOCCE SOPHIE.147.jpg,"<p>Il contagocce Sophie, dal design elegante e slanciato, &egrave; ideale per il prelievo di formulazioni fluide come sieri e olii cosmetiche e per la cura dei capelli.</p>","<pre data-placeholder=""Traduzione"" dir=""ltr"" id=""tw-target-text""> The Sophie dropper, with an elegant and slender design, is ideal for the withdrawal of fluid formulations such as serums and cosmetic oils and for hair care.</pre>",Per flacone vetro New Cristal 30 ml,For glass bottle New Cristal 30 ml
1048,CP410.0046,Sophie,Contagocce,Sophie,42,Contagocce,"1,27",144,0,0,,0,"Ghiera Oro Rosa satinato, bulbo bianco","Matte Rose Gold collar, white bulb",Metallizato,PP,4,GCMI 24/410,PP,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/CP410.0046_.jpg,"<p>Il contagocce Sophie, dal design elegante e slanciato, &egrave; ideale per il prelievo di formulazioni fluide come sieri e olii cosmetiche e per la cura dei capelli.</p>","<pre data-placeholder=""Traduzione"" dir=""ltr"" id=""tw-target-text""> The Sophie dropper, with an elegant and slender design, is ideal for the withdrawal of fluid formulations such as serums and cosmetic oils and for hair care.</pre>",Per flacone vetro New Cristal 30 ml,For  glass bottle New Cristal 30 ml
1049,CP410.0058,Sophie,Contagocce,Sophie,42,Contagocce,"1,27",144,372,0,,0,"Ghiera Oro satinato, bulbo bianco","Matte Gold collar, White bulb",Metallizato,PP,4,GCMI 24/410,PP,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/CP410.0058.jpg,"<p>Il contagocce Sophie, dal design elegante e slanciato, &egrave; ideale per il prelievo di formulazioni fluide come sieri e olii cosmetiche e per la cura dei capelli.</p>","<pre data-placeholder=""Traduzione"" dir=""ltr"" id=""tw-target-text""> The Sophie dropper, with an elegant and slender design, is ideal for the withdrawal of fluid formulations such as serums and cosmetic oils and for hair care.</pre>",Per flacone vetro New Cristal 30 ml,For glass bottle New Cristal 30 ml
1226,CP410.0062,Sophie,Contagocce,Sophie,42,Contagocce,"0,92",144,0,0,,0,"Ghiera bianco, bulbo bianco","White collar, white bulb",Nessuna finitura,PP,4,GCMI 24/410,PP,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/CONTAGOCCE SOPHIE.147(1)(1).jpg,"<p>Il contagocce Sophie, dal design elegante e slanciato, &egrave; ideale per il prelievo di formulazioni fluide come sieri e olii cosmetiche e per la cura dei capelli.</p>","<pre data-placeholder=""Traduzione"" dir=""ltr"" id=""tw-target-text""> The Sophie dropper, with an elegant and slender design, is ideal for the withdrawal of fluid formulations such as serums and cosmetic oils and for hair care. </pre>",Per flacone vetro Etoile 15 ml,For glass bottle Etoile 15 ml
1227,CP410.0063,Sophie,Contagocce,Sophie,42,Contagocce,"0,92",144,0,0,,0,Ghiera e bulbo nero,Black collar and bulb,Nessuna finitura,PP,4,GCMI 24/410,PP,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/CP410.0008(1)(1).jpg,"<p>Il contagocce Sophie, dal design elegante e slanciato, &egrave; ideale per il prelievo di formulazioni fluide come sieri e olii cosmetiche e per la cura dei capelli.</p>","<pre data-placeholder=""Traduzione"" dir=""ltr"" id=""tw-target-text""> The Sophie dropper, with an elegant and slender design, is ideal for the withdrawal of fluid formulations such as serums and cosmetic oils and for hair care. </pre>",Per flacone vetro Etoile 15 ml,For glass bottle Etoile 15 ml
1228,CP410.0064,Sophie,Contagocce,Sophie,42,Contagocce,"1,27",144,785,0,,0,"Ghiera oro satinato, bulbo bianco","Matt gold collar, white bulb",Metallizato,PP,4,GCMI 24/410,PP,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/CP410.0058(1)(1).jpg,"<p>Il contagocce Sophie, dal design elegante e slanciato, &egrave; ideale per il prelievo di formulazioni fluide come sieri e olii cosmetiche e per la cura dei capelli.</p>","<pre data-placeholder=""Traduzione"" dir=""ltr"" id=""tw-target-text""> The Sophie dropper, with an elegant and slender design, is ideal for the withdrawal of fluid formulations such as serums and cosmetic oils and for hair care.</pre>",Per flacone vetro Etoile 15 ml,For glass bottle Etoile 15 ml
